experiment_id,light_intensity_lux,co2_concentration_ppm,nutrient_concentration_mm,temperature_c,water_supply_ml_day,biomass_yield,source
PLT-00949,54583.2627,719.5843,5.7649,26.8167,119.4126,52.9667,synthetic_prototype_v1
PLT-00950,48932.8494,896.7374,4.6954,37.9403,281.3133,17.2839,synthetic_prototype_v1
PLT-00951,34818.3645,1138.65,3.8574,30.6396,399.9352,44.1424,synthetic_prototype_v1
PLT-00952,48045.9251,813.2988,3.1071,31.4443,260.8464,70.2518,synthetic_prototype_v1
PLT-00953,36380.0033,653.0203,0.6443,19.1919,153.4,28.4158,synthetic_prototype_v1
PLT-00954,18090.2849,999.0616,8.7687,38.571,284.7771,13.8777,synthetic_prototype_v1
PLT-00955,70955.88,750.7257,2.25,15.3873,207.6695,11.8758,synthetic_prototype_v1
PLT-00956,21899.7904,921.5264,3.393,29.3729,176.7521,81.5887,synthetic_prototype_v1
PLT-00957,43133.7269,865.4828,3.0332,27.2197,341.1838,130.8012,synthetic_prototype_v1
PLT-00958,9991.9143,998.2318,2.3233,32.7407,255.2012,28.4555,synthetic_prototype_v1
PLT-00959,48885.463,757.8649,5.3364,25.0906,401.0521,91.7112,synthetic_prototype_v1
PLT-00960,58832.0177,448.5657,5.9023,24.3474,381.9897,20.7506,synthetic_prototype_v1
PLT-00961,56193.6199,1005.2376,1.4127,21.1936,270.7968,25.2855,synthetic_prototype_v1
PLT-00962,67008.1121,437.4856,9.5499,21.1125,429.9324,10.8673,synthetic_prototype_v1
PLT-00963,31643.9987,787.6516,5.2597,25.8721,412.8556,153.8292,synthetic_prototype_v1
PLT-00964,38423.996,902.9633,6.2363,19.2478,248.6415,51.0484,synthetic_prototype_v1
PLT-00965,18333.2806,995.6626,5.7448,28.1959,236.676,49.5088,synthetic_prototype_v1
PLT-00966,46317.4481,847.9156,2.9436,18.2418,324.2344,54.574,synthetic_prototype_v1
PLT-00967,11678.1504,522.2506,0.8173,20.082,59.5913,21.2024,synthetic_prototype_v1
PLT-00968,39369.6531,504.02,5.2341,22.0026,307.7248,44.9345,synthetic_prototype_v1
PLT-00969,42974.7449,532.6024,8.2721,29.6976,395.5419,19.8633,synthetic_prototype_v1
PLT-00970,30063.8702,820.3379,2.6083,30.9313,279.2368,95.781,synthetic_prototype_v1
PLT-00971,68946.7039,595.6503,3.0374,27.5951,165.8789,25.5471,synthetic_prototype_v1
PLT-00972,6339.5719,980.5667,7.4188,35.9506,464.8126,14.5452,synthetic_prototype_v1
PLT-00973,62360.2664,1167.2587,1.306,32.9701,231.6796,25.0137,synthetic_prototype_v1
PLT-00974,54386.0576,1082.9074,3.1628,22.6288,82.1966,27.5291,synthetic_prototype_v1
PLT-00975,53280.5349,779.1474,9.0768,29.0044,157.9854,20.1012,synthetic_prototype_v1
PLT-00976,36681.7422,936.5194,1.4309,23.1004,403.0967,61.6202,synthetic_prototype_v1
PLT-00977,36882.6974,805.8592,8.322,39.4122,473.06,11.3588,synthetic_prototype_v1
PLT-00978,57727.5099,844.0082,5.4341,28.6832,207.3585,47.4632,synthetic_prototype_v1
PLT-00979,76394.6593,456.3916,5.8056,38.917,443.3521,15.3272,synthetic_prototype_v1
PLT-00980,45266.0133,779.3238,5.9334,25.7448,112.6599,86.7392,synthetic_prototype_v1
PLT-00981,78467.801,1179.6007,9.6611,16.9363,261.41,12.0397,synthetic_prototype_v1
PLT-00982,32110.313,774.0742,1.1706,25.57,422.4094,84.3327,synthetic_prototype_v1
PLT-00983,67803.6772,917.1416,8.4734,31.6836,60.6476,19.6149,synthetic_prototype_v1
PLT-00984,41924.6412,1061.5867,4.635,29.5088,316.2849,66.9076,synthetic_prototype_v1
PLT-00985,63954.8229,586.0418,9.3339,23.4856,352.3334,23.7522,synthetic_prototype_v1
PLT-00986,33415.0967,1044.4689,4.4747,32.2575,96.5603,50.7242,synthetic_prototype_v1
PLT-00987,52205.0521,1034.0274,5.0762,25.3763,101.078,47.8551,synthetic_prototype_v1
PLT-00988,49513.6694,612.017,9.8923,27.8792,251.8506,13.9206,synthetic_prototype_v1
PLT-00989,62756.8039,1095.1082,3.011,30.7936,86.6912,27.1438,synthetic_prototype_v1
PLT-00990,31641.3376,628.4072,8.0754,33.7079,131.1023,22.0956,synthetic_prototype_v1
PLT-00991,43607.8647,668.9786,4.7689,21.7472,110.1592,75.5461,synthetic_prototype_v1
PLT-00992,45748.1882,926.7467,8.6401,21.6003,224.9888,24.0812,synthetic_prototype_v1
PLT-00993,33741.4306,884.514,4.2642,26.2566,216.5994,160.5891,synthetic_prototype_v1
PLT-00994,79428.1673,811.2386,7.355,38.9588,239.4879,13.9831,synthetic_prototype_v1
PLT-00995,36493.5823,662.3529,3.3397,25.7268,245.3181,125.2784,synthetic_prototype_v1
PLT-00996,37742.3865,517.6697,5.5203,24.8945,405.6378,58.4958,synthetic_prototype_v1
PLT-00997,21226.6771,510.6296,1.5282,28.1141,233.6628,35.7384,synthetic_prototype_v1
PLT-00998,77268.4934,797.6725,4.7625,15.6466,426.4046,16.3288,synthetic_prototype_v1
PLT-00999,15077.5185,659.0616,7.2687,22.0078,152.5395,32.4883,synthetic_prototype_v1
PLT-01000,29080.975,733.4608,4.311,25.0268,298.4212,159.6205,synthetic_prototype_v1
PLT-01001,25904.3712,753.6356,3.8544,27.375,344.3398,144.5448,synthetic_prototype_v1
PLT-01002,21402.817,650.6603,1.6595,24.0164,286.3165,50.9845,synthetic_prototype_v1
PLT-01003,32135.9458,1055.7266,9.9183,29.602,204.8703,17.6371,synthetic_prototype_v1
PLT-01004,28427.4981,1090.3411,2.9823,29.9967,328.4583,52.8728,synthetic_prototype_v1
PLT-01005,67231.2433,605.616,2.8122,16.2939,273.8428,13.7346,synthetic_prototype_v1
PLT-01006,9524.8114,480.761,4.7851,25.131,268.931,20.4172,synthetic_prototype_v1
PLT-01007,75165.6458,1148.4854,4.9337,15.5806,194.0664,15.827,synthetic_prototype_v1
PLT-01008,39557.7204,933.5697,3.4342,36.8644,169.4042,22.8165,synthetic_prototype_v1
PLT-01009,37155.012,605.8826,6.3311,28.7039,133.9965,55.9412,synthetic_prototype_v1
PLT-01010,51078.958,757.2774,3.1141,24.9889,336.9279,89.9437,synthetic_prototype_v1
PLT-01011,44929.1666,778.985,3.8895,26.0074,188.0949,143.5433,synthetic_prototype_v1
PLT-01012,40725.4106,650.4095,1.3859,28.3284,442.4574,56.9172,synthetic_prototype_v1
PLT-01013,19597.9031,737.9961,4.7017,20.1713,268.5616,56.5756,synthetic_prototype_v1
PLT-01014,40373.0143,543.9092,2.2881,38.4144,363.9417,15.0584,synthetic_prototype_v1
PLT-01015,23977.6062,959.4166,2.0954,23.5562,479.9404,67.7491,synthetic_prototype_v1
PLT-01016,32403.3847,484.2061,3.1696,35.2676,388.8454,20.3842,synthetic_prototype_v1
PLT-01017,16571.2344,1102.331,1.3103,37.3693,280.8901,11.438,synthetic_prototype_v1
PLT-01018,31349.4566,721.6703,4.9676,33.818,163.0866,53.3769,synthetic_prototype_v1
PLT-01019,72088.3623,830.6758,6.8601,37.7155,273.0042,13.4476,synthetic_prototype_v1
PLT-01020,73909.5261,1093.0206,5.6227,24.04,57.9083,17.0355,synthetic_prototype_v1
PLT-01021,32320.3819,958.9981,4.2798,28.2565,430.4283,115.5875,synthetic_prototype_v1
PLT-01022,54053.232,787.8673,4.442,25.7024,326.4534,80.574,synthetic_prototype_v1
PLT-01023,47580.9199,905.3347,1.728,24.0546,204.66,61.5733,synthetic_prototype_v1
PLT-01024,44034.3083,1191.2623,8.6135,26.5389,481.7604,16.4612,synthetic_prototype_v1
PLT-01025,20980.6201,548.4194,2.3265,29.0262,74.3022,37.2242,synthetic_prototype_v1
PLT-01026,42453.8731,693.8457,2.2132,26.588,302.6707,103.8625,synthetic_prototype_v1
PLT-01027,16295.0446,648.5922,2.0246,20.3171,312.8879,36.6582,synthetic_prototype_v1
PLT-01028,79570.1884,893.7029,5.029,21.0268,139.8274,23.2234,synthetic_prototype_v1
PLT-01029,40073.0192,850.3858,1.2912,36.6379,84.6949,16.249,synthetic_prototype_v1
PLT-01030,63522.612,479.6077,3.5812,27.7392,166.714,30.0271,synthetic_prototype_v1
PLT-01031,22025.6097,967.1756,4.6669,26.8214,220.2096,85.5642,synthetic_prototype_v1
PLT-01032,49570.4521,919.2813,6.0771,30.6313,413.9785,53.8434,synthetic_prototype_v1
PLT-01033,42645.6167,851.2658,4.9959,31.8723,239.3854,82.214,synthetic_prototype_v1
PLT-01034,77563.2299,797.2519,9.1967,32.1497,331.88,20.878,synthetic_prototype_v1
PLT-01035,77569.4769,1198.1189,4.0999,15.2984,130.3449,14.9419,synthetic_prototype_v1
PLT-01036,12521.5549,918.8098,6.2556,36.2388,371.6769,17.6842,synthetic_prototype_v1
PLT-01037,48309.3376,890.9561,5.304,23.5047,292.6244,78.0948,synthetic_prototype_v1
PLT-01038,46482.7852,681.3619,5.3807,32.1438,304.505,52.8639,synthetic_prototype_v1
PLT-01039,30384.2362,1189.2729,8.1125,25.5483,297.9964,24.4746,synthetic_prototype_v1
PLT-01040,49526.1503,534.9159,6.199,23.4504,418.347,39.8735,synthetic_prototype_v1
PLT-01041,29800.7748,624.1607,7.6891,15.1372,140.8619,11.4051,synthetic_prototype_v1
PLT-01042,24952.3154,672.2066,9.9582,38.5545,277.0144,15.1556,synthetic_prototype_v1
PLT-01043,35858.6142,1078.9765,3.1962,27.2123,428.1,76.4808,synthetic_prototype_v1
PLT-01044,46418.984,951.5044,3.5188,33.4874,171.59,43.0676,synthetic_prototype_v1
PLT-01045,63361.3567,711.4672,9.6535,29.7869,165.1671,16.5205,synthetic_prototype_v1
PLT-01046,32615.1592,967.7564,3.6813,25.5349,396.4681,126.546,synthetic_prototype_v1
PLT-01047,50767.0583,888.6596,2.6023,36.8689,203.6173,21.4805,synthetic_prototype_v1
PLT-01048,38072.1974,441.8256,9.7772,32.3731,74.9156,12.9942,synthetic_prototype_v1
PLT-01049,48693.945,843.8961,3.911,24.64,229.9139,108.344,synthetic_prototype_v1
PLT-01050,48920.2821,800.029,4.2684,38.282,174.1016,15.8938,synthetic_prototype_v1
PLT-01051,41152.307,1049.7524,6.6976,25.5366,465.4911,46.757,synthetic_prototype_v1
PLT-01052,62907.8669,951.1176,9.11,35.0339,453.1902,15.0644,synthetic_prototype_v1
PLT-01053,37632.2795,918.8774,2.9285,35.9721,398.1606,28.1484,synthetic_prototype_v1
PLT-01054,5407.2376,779.3941,6.5956,23.1991,132.4162,25.9472,synthetic_prototype_v1
PLT-01055,37369.6466,793.2367,5.3778,30.6888,168.3076,94.8675,synthetic_prototype_v1
PLT-01056,23063.7944,1063.0619,4.3399,22.511,258.7202,56.8337,synthetic_prototype_v1
PLT-01057,33028.8502,809.7491,2.3587,37.1063,130.3112,22.3813,synthetic_prototype_v1
PLT-01058,41192.9381,968.6092,2.8066,20.149,460.7819,59.2161,synthetic_prototype_v1
PLT-01059,35136.1942,560.397,3.913,23.5644,255.5303,85.9618,synthetic_prototype_v1
PLT-01060,44281.4712,486.6465,4.415,26.5678,266.2181,60.0602,synthetic_prototype_v1
PLT-01061,31725.5937,569.2687,4.7714,22.1334,364.7673,70.2297,synthetic_prototype_v1
PLT-01062,35397.6096,817.3153,2.4784,23.6694,448.9489,133.1307,synthetic_prototype_v1
PLT-01063,34640.604,865.2471,4.1773,26.0653,203.709,163.4687,synthetic_prototype_v1
PLT-01064,19638.9147,464.6174,4.0606,30.7375,464.4962,31.5087,synthetic_prototype_v1
PLT-01065,40368.3475,862.5621,4.0996,24.7903,161.322,148.2765,synthetic_prototype_v1
PLT-01066,22884.9833,1020.5807,6.6093,38.0241,148.1281,20.0704,synthetic_prototype_v1
PLT-01067,67810.6808,738.4691,7.0833,22.3137,331.4729,26.1997,synthetic_prototype_v1
PLT-01068,39731.3165,762.3864,3.4151,32.5901,422.1637,84.9011,synthetic_prototype_v1
PLT-01069,63445.2458,1049.2774,3.0728,17.2153,394.1811,15.1231,synthetic_prototype_v1
PLT-01070,34732.7177,1136.2899,9.7602,21.5579,442.0757,16.9642,synthetic_prototype_v1
PLT-01071,49957.0106,1010.5497,2.6839,36.1549,260.4942,16.8323,synthetic_prototype_v1
PLT-01072,22721.4987,705.1991,3.7179,26.1828,298.4826,110.1522,synthetic_prototype_v1
PLT-01073,62189.911,775.3067,1.9063,39.1169,65.0193,18.1891,synthetic_prototype_v1
PLT-01074,50024.5192,708.3535,3.5779,33.4579,145.783,40.2695,synthetic_prototype_v1
PLT-01075,29571.0914,800.041,5.3268,27.8129,400.2392,135.933,synthetic_prototype_v1
PLT-01076,29179.5332,739.1276,3.7802,27.6927,343.4316,158.1582,synthetic_prototype_v1
PLT-01077,27867.3327,1009.8265,2.7452,28.0017,264.1496,76.2103,synthetic_prototype_v1
PLT-01078,42840.893,618.9603,3.8991,38.1229,145.8444,22.6766,synthetic_prototype_v1
PLT-01079,41803.0246,1075.5269,0.9022,24.0677,263.0467,33.8975,synthetic_prototype_v1
PLT-01080,56651.7083,798.2492,6.7242,25.1803,311.4917,42.752,synthetic_prototype_v1
PLT-01081,53596.1362,1132.8467,1.5029,38.7283,158.8641,21.7099,synthetic_prototype_v1
PLT-01082,19732.5999,943.5882,7.0345,20.8062,81.8743,29.0061,synthetic_prototype_v1
PLT-01083,69230.7223,976.1124,0.5492,34.3337,116.3473,16.1782,synthetic_prototype_v1
PLT-01084,73507.5245,751.5854,1.6198,20.8974,335.6071,16.8597,synthetic_prototype_v1
PLT-01085,35017.4375,941.0943,2.1655,30.373,180.6608,61.3182,synthetic_prototype_v1
PLT-01086,21944.6718,634.4301,6.1979,28.4817,150.3565,46.8728,synthetic_prototype_v1
PLT-01087,18445.1231,863.7318,4.4106,23.4777,254.7512,89.6028,synthetic_prototype_v1
PLT-01088,58948.44,842.1373,8.2033,18.1833,78.1342,18.039,synthetic_prototype_v1
PLT-01089,61709.0607,1010.3922,4.0429,25.0269,498.4404,35.4605,synthetic_prototype_v1
PLT-01090,43020.8587,633.1212,5.7534,28.5615,226.194,74.8631,synthetic_prototype_v1
PLT-01091,5935.2408,611.227,4.8065,22.1146,406.6846,26.9001,synthetic_prototype_v1
PLT-01092,44855.8281,605.8645,9.9463,29.1588,172.4532,15.8975,synthetic_prototype_v1
PLT-01093,26934.5644,793.2285,6.452,19.8869,127.0513,51.6978,synthetic_prototype_v1
PLT-01094,53938.9401,853.6875,9.6841,25.5007,309.9018,18.3898,synthetic_prototype_v1
PLT-01095,66693.7318,489.6985,3.3346,15.6288,168.4281,14.656,synthetic_prototype_v1
PLT-01096,57254.3709,553.6914,2.4046,29.1372,351.4402,34.399,synthetic_prototype_v1
PLT-01097,22266.0493,480.4176,1.8508,32.2777,414.2611,26.5925,synthetic_prototype_v1
PLT-01098,69160.6523,624.9968,2.7746,21.2434,64.5207,22.1218,synthetic_prototype_v1
PLT-01099,34387.8282,1155.2921,7.3273,20.9373,437.0614,25.5299,synthetic_prototype_v1
PLT-01100,29912.2286,594.2232,3.8895,31.8755,60.1387,51.3234,synthetic_prototype_v1
PLT-01101,49089.4811,773.9389,4.6725,28.2301,132.6831,87.9786,synthetic_prototype_v1
PLT-01102,23994.1606,745.8602,3.5195,38.1341,203.3272,15.5571,synthetic_prototype_v1
PLT-01103,38793.2348,1065.0897,2.4942,20.7859,127.4983,45.7113,synthetic_prototype_v1
PLT-01104,11003.6963,969.3737,9.5628,18.5218,418.5038,18.1522,synthetic_prototype_v1
PLT-01105,28072.1364,614.9721,1.5272,30.8496,181.1061,44.2784,synthetic_prototype_v1
PLT-01106,15290.8443,679.2034,9.7743,15.7974,100.6932,12.6021,synthetic_prototype_v1
PLT-01107,44005.3934,717.9009,7.0793,25.0915,316.4036,56.986,synthetic_prototype_v1
PLT-01108,42095.0168,782.7948,1.2527,34.9173,225.8669,25.6295,synthetic_prototype_v1
PLT-01109,54057.6807,961.0166,1.2096,27.5041,433.8176,34.2281,synthetic_prototype_v1
PLT-01110,49839.2025,652.6652,8.6266,23.8987,334.4996,25.8179,synthetic_prototype_v1
PLT-01111,39401.7663,830.6439,3.4942,33.0744,130.8721,73.6505,synthetic_prototype_v1
PLT-01112,39478.2098,982.299,5.55,38.2014,415.7744,20.7267,synthetic_prototype_v1
PLT-01113,67462.7791,588.3801,7.2241,36.7691,114.4597,20.2257,synthetic_prototype_v1
PLT-01114,69707.3423,526.0812,1.9034,22.8534,372.7102,21.3587,synthetic_prototype_v1
PLT-01115,58494.3647,627.8918,5.3698,34.9653,255.0713,22.2446,synthetic_prototype_v1
PLT-01116,27624.4485,564.873,2.4965,26.4347,248.3618,66.9279,synthetic_prototype_v1
PLT-01117,44140.7326,629.4194,1.1485,19.362,484.6802,33.8676,synthetic_prototype_v1
PLT-01118,39974.1949,888.8817,3.9569,26.2327,386.6023,159.8406,synthetic_prototype_v1
PLT-01119,66204.2013,437.9074,6.6215,22.5697,494.6102,19.3793,synthetic_prototype_v1
PLT-01120,22097.5829,647.7216,8.3326,19.4357,477.2169,25.5788,synthetic_prototype_v1
PLT-01121,56187.1628,931.6638,1.4779,20.3749,71.1376,26.8103,synthetic_prototype_v1
PLT-01122,67828.7644,1167.2211,2.7827,23.7531,101.5002,19.6191,synthetic_prototype_v1
PLT-01123,68434.7718,1094.5913,3.9617,27.3241,200.7058,20.2202,synthetic_prototype_v1
PLT-01124,16298.9903,881.2852,4.1621,20.5537,143.5335,47.8176,synthetic_prototype_v1
PLT-01125,29805.1807,848.4796,5.6875,31.9418,457.6385,68.768,synthetic_prototype_v1
PLT-01126,33396.5696,456.1281,7.4417,17.3928,349.7382,11.5179,synthetic_prototype_v1
PLT-01127,24748.7962,696.3597,0.848,37.6554,98.3701,12.4093,synthetic_prototype_v1
PLT-01128,22148.4202,956.1719,5.0315,36.3223,402.9601,21.736,synthetic_prototype_v1
PLT-01129,25969.3582,781.0622,2.8648,31.0871,397.0127,90.7291,synthetic_prototype_v1
PLT-01130,55847.8889,1047.6634,1.967,17.0529,272.9844,18.9382,synthetic_prototype_v1
PLT-01131,5410.4832,676.8007,0.9223,36.8042,316.6419,21.3545,synthetic_prototype_v1
PLT-01132,39850.9728,963.5666,3.3128,15.7913,200.3715,24.5973,synthetic_prototype_v1
PLT-01133,74717.9687,601.8006,7.7561,37.3558,120.1401,14.1361,synthetic_prototype_v1
PLT-01134,33902.7111,449.276,9.4945,22.4808,399.8985,20.2329,synthetic_prototype_v1
PLT-01135,23725.146,642.8621,1.1358,26.5525,295.4313,47.2087,synthetic_prototype_v1
PLT-01136,6236.165,782.2018,2.7888,15.1904,384.0617,14.8882,synthetic_prototype_v1
PLT-01137,62315.7762,956.0307,0.6857,35.7368,183.4,13.962,synthetic_prototype_v1
PLT-01138,26474.0816,816.415,4.4992,31.6209,363.3124,93.3359,synthetic_prototype_v1
PLT-01139,55119.2536,683.7758,4.9783,31.7394,251.6665,40.0802,synthetic_prototype_v1
PLT-01140,70633.071,687.9461,4.8825,28.7363,229.55,26.4494,synthetic_prototype_v1
PLT-01141,11178.6783,701.7108,3.0697,17.3713,206.2337,18.3254,synthetic_prototype_v1
PLT-01142,30354.5564,904.5204,2.5733,33.0614,108.1744,51.5108,synthetic_prototype_v1
PLT-01143,17029.1993,520.5953,9.1923,15.0839,235.1731,13.1634,synthetic_prototype_v1
PLT-01144,37877.3547,746.6683,4.2726,31.3343,324.8039,108.769,synthetic_prototype_v1
PLT-01145,27599.0268,402.4489,7.6224,19.3973,334.1725,21.1083,synthetic_prototype_v1
PLT-01146,45190.3933,892.4141,4.8626,26.0797,208.2894,112.5483,synthetic_prototype_v1
PLT-01147,10064.5486,550.0252,4.2042,22.7337,480.5962,31.7969,synthetic_prototype_v1
PLT-01148,71977.3265,560.2167,7.0437,18.9474,343.7344,20.5482,synthetic_prototype_v1
PLT-01149,29534.95,877.758,4.2724,27.304,242.8642,152.5503,synthetic_prototype_v1
PLT-01150,7906.3499,1029.453,6.1941,36.982,176.7812,10.6138,synthetic_prototype_v1
PLT-01151,32801.7941,636.0354,5.4178,29.5268,124.9522,66.8187,synthetic_prototype_v1
PLT-01152,26717.396,682.5527,5.0453,21.818,106.118,84.247,synthetic_prototype_v1
PLT-01153,37911.6276,830.2643,3.0743,27.675,249.4262,149.6039,synthetic_prototype_v1
PLT-01154,26391.5814,450.2106,4.5326,26.7909,462.3294,44.5471,synthetic_prototype_v1
PLT-01155,38828.4875,1143.144,0.6952,28.1659,318.2221,27.6395,synthetic_prototype_v1
PLT-01156,32598.7475,1001.3995,4.792,28.2784,276.3261,91.9515,synthetic_prototype_v1
PLT-01157,42621.966,895.0735,3.5917,25.9728,219.8975,139.1552,synthetic_prototype_v1
PLT-01158,12334.0998,1062.4982,9.9107,38.708,411.7828,12.8729,synthetic_prototype_v1
PLT-01159,64857.3077,641.005,2.6489,32.2204,357.669,25.4635,synthetic_prototype_v1
PLT-01160,17023.4019,486.8692,2.8273,39.756,361.413,18.4637,synthetic_prototype_v1
PLT-01161,37321.4379,611.4003,5.9215,26.0932,313.5402,79.3161,synthetic_prototype_v1
PLT-01162,5173.1579,1106.278,1.9128,30.0065,372.3593,22.0583,synthetic_prototype_v1
PLT-01163,47926.2241,925.2693,1.3997,23.6064,193.1289,50.613,synthetic_prototype_v1
PLT-01164,42012.9935,423.8657,9.0471,31.5303,324.2995,21.2167,synthetic_prototype_v1
PLT-01165,12139.9315,858.8207,5.3375,18.5338,76.7734,27.1235,synthetic_prototype_v1
PLT-01166,12582.9624,458.433,8.9769,25.8857,310.706,22.1677,synthetic_prototype_v1
PLT-01167,33872.2795,1037.7064,3.4149,24.8836,442.5196,86.8064,synthetic_prototype_v1
PLT-01168,57069.6827,435.9714,3.0427,39.1482,141.9938,11.6489,synthetic_prototype_v1
PLT-01169,25523.2586,603.3218,4.0526,24.2861,338.8756,88.6453,synthetic_prototype_v1
PLT-01170,13589.7555,580.6202,2.343,33.5298,331.6711,25.1716,synthetic_prototype_v1
PLT-01171,40425.2659,735.589,3.7546,27.0909,121.1447,143.6836,synthetic_prototype_v1
PLT-01172,32188.4087,806.08,2.3325,24.2675,251.3612,120.9897,synthetic_prototype_v1
PLT-01173,31138.3183,909.9199,4.3196,24.976,319.9323,153.339,synthetic_prototype_v1
PLT-01174,20291.8619,678.3774,5.1857,26.4507,141.2729,69.4567,synthetic_prototype_v1
PLT-01175,5694.4836,664.2543,2.7862,24.1981,314.7805,40.9148,synthetic_prototype_v1
PLT-01176,65520.8168,673.852,8.8509,32.8135,159.2211,25.2654,synthetic_prototype_v1
PLT-01177,33821.847,769.4943,3.3083,27.0426,398.3492,173.2778,synthetic_prototype_v1
PLT-01178,52415.1875,622.5298,7.6243,19.2999,409.1717,16.9857,synthetic_prototype_v1
PLT-01179,25692.2345,770.8851,5.3066,29.2861,364.9427,108.3137,synthetic_prototype_v1
PLT-01180,18743.0739,799.5536,3.1526,25.5723,348.8753,90.1322,synthetic_prototype_v1
PLT-01181,78575.3609,618.3518,4.9217,20.2517,266.19,17.8983,synthetic_prototype_v1
PLT-01182,42680.9745,1048.719,3.5436,15.0143,179.6186,12.7646,synthetic_prototype_v1
PLT-01183,12873.4787,793.2105,4.9175,17.7081,117.9615,20.3975,synthetic_prototype_v1
PLT-01184,19470.6302,889.9564,9.3373,16.0188,157.8741,10.0,synthetic_prototype_v1
PLT-01185,44032.8849,774.0847,4.3415,26.9646,156.736,137.2888,synthetic_prototype_v1
PLT-01186,27866.4755,950.3572,3.032,28.1969,372.7974,102.277,synthetic_prototype_v1
PLT-01187,24840.4858,1111.0364,2.2984,15.2126,325.7626,15.0175,synthetic_prototype_v1
PLT-01188,23315.3751,990.2857,7.8127,33.0476,330.7102,22.3798,synthetic_prototype_v1
PLT-01189,12085.0001,831.3346,2.3122,38.6785,487.4242,20.7214,synthetic_prototype_v1
PLT-01190,19515.5181,798.8582,2.413,31.784,280.6568,51.3358,synthetic_prototype_v1
PLT-01191,79625.7063,496.462,6.2303,24.3317,348.4321,19.2065,synthetic_prototype_v1
PLT-01192,32961.2936,856.6448,3.7984,27.5413,337.8658,169.6954,synthetic_prototype_v1
PLT-01193,44019.813,1015.3656,6.1153,25.9816,107.5006,55.1232,synthetic_prototype_v1
PLT-01194,25596.277,815.9608,5.9298,23.4724,393.4775,91.6931,synthetic_prototype_v1
PLT-01195,73496.3888,564.0405,4.3689,31.619,283.1296,19.9868,synthetic_prototype_v1
PLT-01196,55129.7908,782.5393,3.5075,26.6797,375.7963,74.3039,synthetic_prototype_v1
PLT-01197,6864.4619,772.17,9.5312,24.6754,156.7192,17.9333,synthetic_prototype_v1
PLT-01198,62888.7007,759.4832,3.7118,21.1681,452.1517,38.4017,synthetic_prototype_v1
PLT-01199,20679.3244,1008.8173,9.5468,32.1234,105.7091,18.497,synthetic_prototype_v1
PLT-01200,23730.2683,803.0357,3.951,27.6436,359.2705,118.1677,synthetic_prototype_v1
