experiment_id,cell_thickness_nm,doping_concentration,annealing_temperature_c,light_intensity_lux,operating_temperature_c,energy_conversion_efficiency,source
SOL-01099,147.9594,6.79743943131872e+17,787.4634,43749.1384,66.6082,8.0,synthetic_prototype_v1
SOL-01100,133.0408,5349792731827293.0,642.717,87501.8861,16.3518,17.2896,synthetic_prototype_v1
SOL-01101,206.3579,2.4627027915261388e+16,728.0216,69798.5261,20.309,19.4046,synthetic_prototype_v1
SOL-01102,113.3139,1.981417012822239e+16,627.136,112536.2876,35.4436,17.3175,synthetic_prototype_v1
SOL-01103,162.6441,3.119509967621698e+17,583.9678,43143.6921,25.3331,12.0281,synthetic_prototype_v1
SOL-01104,70.0123,1.3650588022679648e+17,881.5913,34087.2797,64.1338,9.3597,synthetic_prototype_v1
SOL-01105,126.9071,6399491197670509.0,543.2513,83398.2594,32.4808,12.7673,synthetic_prototype_v1
SOL-01106,84.3028,1.1143270593243068e+16,890.4977,23189.7208,21.7591,10.0639,synthetic_prototype_v1
SOL-01107,180.018,1.5564258843973866e+16,777.0214,60365.877,50.5205,14.1685,synthetic_prototype_v1
SOL-01108,173.6501,2.7257141857385704e+16,531.6934,99669.3614,38.4489,13.3341,synthetic_prototype_v1
SOL-01109,213.5256,1.2700254426057133e+17,529.8772,70016.2286,66.1757,11.2571,synthetic_prototype_v1
SOL-01110,199.464,8861239102455898.0,842.1735,55594.7863,52.9333,9.0125,synthetic_prototype_v1
SOL-01111,167.6071,4.243097964322536e+16,678.925,65517.6219,27.9695,23.0,synthetic_prototype_v1
SOL-01112,164.9274,1.5262340525005782e+17,712.6321,112805.7596,63.7699,10.9719,synthetic_prototype_v1
SOL-01113,258.2093,5086575688498359.0,783.1206,107076.2405,23.5946,10.2606,synthetic_prototype_v1
SOL-01114,265.6911,2970328893970279.5,559.0914,51413.4774,58.028,8.6094,synthetic_prototype_v1
SOL-01115,228.3145,7154743542214244.0,705.0453,99861.1246,42.3428,13.2708,synthetic_prototype_v1
SOL-01116,120.4978,3313630644064837.5,637.353,73572.3724,19.4142,16.7025,synthetic_prototype_v1
SOL-01117,180.4691,7249743350111444.0,527.3052,37448.1011,72.9574,8.0,synthetic_prototype_v1
SOL-01118,169.8968,7.418917078746949e+16,698.2049,70668.6945,40.9427,19.69,synthetic_prototype_v1
SOL-01119,254.014,1387243509169773.8,757.7494,50278.9671,74.2814,8.0,synthetic_prototype_v1
SOL-01120,106.9919,8490946218605883.0,829.7937,37742.9546,71.9622,8.5342,synthetic_prototype_v1
SOL-01121,220.6239,9.85687226509203e+16,541.1756,41499.6342,17.8183,11.9018,synthetic_prototype_v1
SOL-01122,259.4292,7.534928785382863e+17,596.1138,55012.4958,21.8667,14.4026,synthetic_prototype_v1
SOL-01123,261.4492,4.024550536459961e+17,645.7538,69296.2069,35.0941,11.4593,synthetic_prototype_v1
SOL-01124,75.196,6.897443441546006e+16,706.7546,54266.838,20.7117,15.8858,synthetic_prototype_v1
SOL-01125,132.6839,4.806162219541112e+16,718.4209,87767.3733,69.3518,8.0,synthetic_prototype_v1
SOL-01126,144.6552,1623604694825210.2,792.2834,29571.2328,54.9651,9.9418,synthetic_prototype_v1
SOL-01127,115.8293,1.2922566436117452e+16,514.654,110621.4117,21.4494,12.7027,synthetic_prototype_v1
SOL-01128,107.1614,1.2179920936754653e+17,690.7986,105289.0885,62.0614,10.2178,synthetic_prototype_v1
SOL-01129,113.8774,2.636893502839608e+16,652.6985,59126.3469,24.7246,22.8524,synthetic_prototype_v1
SOL-01130,219.493,2.6837224982308317e+17,561.7678,28211.7909,44.7313,14.8451,synthetic_prototype_v1
SOL-01131,51.3683,1.0914468749250116e+16,517.783,107216.7712,50.5523,10.7817,synthetic_prototype_v1
SOL-01132,166.1699,1.298299423052997e+17,618.4352,23165.0181,35.0495,16.7479,synthetic_prototype_v1
SOL-01133,282.3932,5711528609677317.0,805.5211,109423.2583,24.352,10.1731,synthetic_prototype_v1
SOL-01134,146.3424,1530330319482812.8,878.7147,49923.0101,61.6531,9.6013,synthetic_prototype_v1
SOL-01135,104.9006,7002592470172025.0,580.6598,63502.0968,28.6309,13.1805,synthetic_prototype_v1
SOL-01136,54.1206,2.711794440598402e+16,596.3702,20761.4704,59.5416,8.0,synthetic_prototype_v1
SOL-01137,241.0526,1.2165085438253864e+17,507.82,102947.3665,32.7867,10.6118,synthetic_prototype_v1
SOL-01138,115.8963,3.701654477166987e+16,720.8008,44356.6412,28.1617,20.6619,synthetic_prototype_v1
SOL-01139,230.477,1.036889647624542e+16,740.7607,98574.3568,17.9109,16.1484,synthetic_prototype_v1
SOL-01140,268.7769,1.2017054378141654e+16,684.5263,74945.3967,38.94,13.1889,synthetic_prototype_v1
SOL-01141,54.7147,1.2315777552237938e+16,661.2371,52805.0017,24.9648,15.3907,synthetic_prototype_v1
SOL-01142,131.4182,8.61988731143033e+16,640.5552,58259.7868,15.5942,18.1681,synthetic_prototype_v1
SOL-01143,90.0973,2832908182601111.5,865.9918,20335.6914,39.6897,10.4086,synthetic_prototype_v1
SOL-01144,161.5094,1.895765051009321e+16,711.3586,81547.2791,25.5916,22.5906,synthetic_prototype_v1
SOL-01145,125.3301,1021370510619096.2,799.8925,37589.2567,52.8897,10.9686,synthetic_prototype_v1
SOL-01146,190.7616,7.674652072323184e+16,735.9403,49763.4398,19.3875,19.1552,synthetic_prototype_v1
SOL-01147,66.8818,3652534609031829.5,655.9656,50934.7339,72.4128,8.0,synthetic_prototype_v1
SOL-01148,273.2578,3988526577108405.5,775.5234,35789.4422,54.1646,12.1659,synthetic_prototype_v1
SOL-01149,128.1398,6.667937675133719e+16,711.35,42444.9456,29.4475,19.6508,synthetic_prototype_v1
SOL-01150,59.6878,2.2932366561503536e+17,739.7512,107927.992,31.9042,11.0534,synthetic_prototype_v1
SOL-01151,141.2072,6558642758003297.0,759.0741,59050.0792,32.4459,14.1975,synthetic_prototype_v1
SOL-01152,116.8696,1.024793397351592e+16,743.553,82875.0318,28.611,21.3624,synthetic_prototype_v1
SOL-01153,159.7054,4.106683156791081e+16,608.3934,70699.8818,41.5902,16.7843,synthetic_prototype_v1
SOL-01154,121.3053,1542729676303758.5,669.7947,67163.5337,69.9773,8.0,synthetic_prototype_v1
SOL-01155,162.7616,6.120544380445348e+17,508.2172,72663.751,50.763,10.9506,synthetic_prototype_v1
SOL-01156,140.395,2.183556456579321e+17,732.9984,80777.6108,15.0,17.6795,synthetic_prototype_v1
SOL-01157,180.4879,7.872990868506408e+16,682.9866,89583.3627,32.2596,18.6165,synthetic_prototype_v1
SOL-01158,74.447,3.050481285807451e+17,896.2392,114832.006,63.2377,9.5428,synthetic_prototype_v1
SOL-01159,249.5244,8012509700953406.0,590.4784,88881.4097,56.0225,10.2406,synthetic_prototype_v1
SOL-01160,90.078,2117189070912836.2,597.9923,119024.0774,56.5217,9.653,synthetic_prototype_v1
SOL-01161,159.2858,5178071513536025.0,780.0608,95669.7088,18.1529,16.9977,synthetic_prototype_v1
SOL-01162,50.5772,4.451870373909068e+17,559.4858,80026.1148,57.9812,10.0489,synthetic_prototype_v1
SOL-01163,201.7049,1.051854085693794e+17,591.6552,86693.121,19.2151,12.1983,synthetic_prototype_v1
SOL-01164,173.3766,1228842785347277.8,859.8771,86121.0579,51.5733,11.7166,synthetic_prototype_v1
SOL-01165,73.7998,5.25505886435066e+16,703.6837,34135.0334,18.5698,13.965,synthetic_prototype_v1
SOL-01166,75.2765,1656242117207402.8,856.9225,63542.8942,49.7608,9.8426,synthetic_prototype_v1
SOL-01167,145.4891,3.0934507078744755e+17,675.6195,97066.0328,34.1822,15.8639,synthetic_prototype_v1
SOL-01168,223.5656,1364246120627629.2,607.0595,116592.7792,27.2658,9.9501,synthetic_prototype_v1
SOL-01169,112.093,4791898458182773.0,702.1922,59604.9189,47.1186,11.5805,synthetic_prototype_v1
SOL-01170,78.6325,4756917092036602.0,577.6,94119.2526,52.5561,10.0025,synthetic_prototype_v1
SOL-01171,171.7011,1.7045939789433228e+16,689.774,58738.5398,15.0,19.6777,synthetic_prototype_v1
SOL-01172,138.7536,3.352225845063966e+16,630.5218,59352.4404,27.7341,18.7312,synthetic_prototype_v1
SOL-01173,134.5533,9.078196394228595e+16,713.3157,96298.3972,24.7282,22.4234,synthetic_prototype_v1
SOL-01174,91.1674,9845531997487620.0,749.4038,61413.6602,15.0,15.5922,synthetic_prototype_v1
SOL-01175,52.3149,9793854716169436.0,596.2614,56792.283,50.3041,12.4856,synthetic_prototype_v1
SOL-01176,251.7361,1.0640083072850012e+16,851.6177,91254.1562,29.5628,11.0508,synthetic_prototype_v1
SOL-01177,145.2874,2.359896147929206e+16,671.1808,47768.7589,28.1188,21.7985,synthetic_prototype_v1
SOL-01178,208.0506,6831040366006752.0,799.9689,37199.6678,62.8896,8.014,synthetic_prototype_v1
SOL-01179,112.7689,2.3915965250963556e+16,754.4417,66513.1548,17.2346,19.553,synthetic_prototype_v1
SOL-01180,84.9723,3.1487644059457828e+16,664.6906,94356.6718,40.9906,14.5652,synthetic_prototype_v1
SOL-01181,295.2512,6588998904254491.0,686.1763,41006.9147,43.8253,13.1109,synthetic_prototype_v1
SOL-01182,175.6032,2.7082968025482528e+17,628.1516,20057.1056,32.2825,13.4106,synthetic_prototype_v1
SOL-01183,76.2449,2.9822189062425852e+16,685.9999,30832.2674,24.0615,16.0215,synthetic_prototype_v1
SOL-01184,98.2354,6.876010734566214e+16,872.0968,24075.1844,29.3832,10.2632,synthetic_prototype_v1
SOL-01185,186.1315,2.4661497776133732e+16,714.2291,66509.551,23.2962,18.6041,synthetic_prototype_v1
SOL-01186,121.4659,1.3380996202303354e+17,659.6684,56669.3727,33.7807,16.8212,synthetic_prototype_v1
SOL-01187,116.135,4.638595288608363e+17,575.7225,20850.4731,51.7683,13.6389,synthetic_prototype_v1
SOL-01188,111.0513,1.6352025062106528e+17,807.9016,92190.4181,52.428,11.8378,synthetic_prototype_v1
SOL-01189,73.6167,4.144812385826303e+16,576.3044,114714.1467,73.3232,9.2651,synthetic_prototype_v1
SOL-01190,88.0621,3.1278247170723268e+16,633.8756,54164.0273,15.0,17.0306,synthetic_prototype_v1
SOL-01191,298.7524,2300023763192007.5,741.2747,57326.7418,54.791,8.0,synthetic_prototype_v1
SOL-01192,141.8452,5.44527780782661e+16,691.5998,76125.3328,38.7844,20.2599,synthetic_prototype_v1
SOL-01193,186.0793,2.496645296948566e+17,788.1363,50418.8185,27.1739,12.1476,synthetic_prototype_v1
SOL-01194,112.3851,3.68555834682031e+16,780.4103,94545.7371,21.7472,19.1128,synthetic_prototype_v1
SOL-01195,278.3213,4122415815103009.5,662.9008,86475.8669,46.0839,11.4907,synthetic_prototype_v1
SOL-01196,230.5192,2.6745277063432684e+16,679.4778,88664.257,28.1062,14.6428,synthetic_prototype_v1
SOL-01197,56.2149,2.486780279466981e+16,880.2596,58701.588,29.2292,11.9199,synthetic_prototype_v1
SOL-01198,242.9623,2.228752396161141e+16,635.2342,44672.2384,68.6202,8.0,synthetic_prototype_v1
SOL-01199,102.2644,1.9189546836735594e+17,880.9187,88493.6437,22.4279,11.7069,synthetic_prototype_v1
SOL-01200,104.9211,3.255734212506209e+16,697.9566,64651.2358,26.8563,22.2004,synthetic_prototype_v1
SOL-01201,173.8535,3.777910147187157e+16,740.8367,95014.3681,22.271,20.232,synthetic_prototype_v1
SOL-01202,208.8708,2.2446997450109652e+16,672.1521,69562.2155,15.0,16.9559,synthetic_prototype_v1
SOL-01203,197.6862,3.0969820013089544e+16,836.3112,111432.7624,55.338,11.291,synthetic_prototype_v1
SOL-01204,192.5525,7.0889327939766024e+16,728.8987,79311.3666,15.0,20.9324,synthetic_prototype_v1
SOL-01205,141.2618,5.578291495581985e+16,503.4859,41994.5355,43.1414,13.9459,synthetic_prototype_v1
SOL-01206,161.8482,3852342297087993.0,578.7032,88238.1632,68.3288,9.4457,synthetic_prototype_v1
SOL-01207,116.1458,5802129940900106.0,763.3371,58331.932,26.588,14.8588,synthetic_prototype_v1
SOL-01208,142.5818,4.522618744810266e+16,721.9381,74137.8203,28.3569,23.0,synthetic_prototype_v1
SOL-01209,152.0392,4466183951828004.5,767.48,93119.8,29.3078,15.7186,synthetic_prototype_v1
SOL-01210,80.4581,3559789941909662.0,590.6022,104008.4373,71.9454,11.0057,synthetic_prototype_v1
SOL-01211,131.5596,1.3933066334399014e+16,652.7676,62864.7003,46.3676,19.7246,synthetic_prototype_v1
SOL-01212,217.5508,1.1801608929821114e+17,665.317,118139.7333,22.923,16.3553,synthetic_prototype_v1
SOL-01213,141.878,1.0484341153914176e+17,630.8449,92775.5279,25.5583,19.3374,synthetic_prototype_v1
SOL-01214,240.3581,5.864314962356316e+17,742.0977,36945.318,17.4597,14.1859,synthetic_prototype_v1
SOL-01215,199.0106,3.0146135711511846e+17,670.7727,51932.8866,53.0654,12.8541,synthetic_prototype_v1
SOL-01216,61.0438,2.569781405868779e+16,589.9873,105701.067,61.3226,8.0,synthetic_prototype_v1
SOL-01217,142.8132,1120659757712524.4,756.4759,73100.5667,72.3905,10.2962,synthetic_prototype_v1
SOL-01218,74.958,3.2207324019000496e+16,719.7468,44998.2223,21.6207,14.5755,synthetic_prototype_v1
SOL-01219,190.8808,1502263162889372.2,703.4881,71099.9415,71.8448,9.2755,synthetic_prototype_v1
SOL-01220,100.5908,5517847836227973.0,600.3652,34098.734,61.9627,10.0545,synthetic_prototype_v1
SOL-01221,271.0661,5.543740102682756e+16,683.218,46768.2969,15.0,12.9743,synthetic_prototype_v1
SOL-01222,164.113,1.3938970058505162e+16,856.3117,23606.0555,59.199,10.6537,synthetic_prototype_v1
SOL-01223,150.1263,2.1652540227013516e+16,676.9074,56252.2911,17.2702,23.0,synthetic_prototype_v1
SOL-01224,182.6103,3849723227507292.5,576.7439,65506.7431,74.8673,8.0,synthetic_prototype_v1
SOL-01225,122.1688,8.522685222910611e+16,625.0289,89393.1051,25.6581,18.8031,synthetic_prototype_v1
SOL-01226,289.6288,5045297762392772.0,738.6322,72393.5218,24.1056,12.7366,synthetic_prototype_v1
SOL-01227,79.8044,2.8008563463703386e+17,644.6739,117477.9428,64.085,10.6539,synthetic_prototype_v1
SOL-01228,59.7448,1.5872161124667826e+16,774.8218,85551.0961,42.3339,12.8214,synthetic_prototype_v1
SOL-01229,189.0429,4.263654099302124e+16,697.8792,89631.6246,43.9009,19.3976,synthetic_prototype_v1
SOL-01230,132.5503,8123549935853488.0,739.0984,52609.989,15.749,20.8928,synthetic_prototype_v1
SOL-01231,209.0022,1.7319838276415304e+16,744.5689,81149.2194,34.37,17.599,synthetic_prototype_v1
SOL-01232,252.2424,3898876474617614.5,742.5577,36017.7492,53.94,8.0,synthetic_prototype_v1
SOL-01233,274.0259,6.504591735868662e+16,692.1199,70000.3362,31.1738,15.8656,synthetic_prototype_v1
SOL-01234,79.9334,8.116730442733665e+17,645.5387,75299.512,56.17,10.9582,synthetic_prototype_v1
SOL-01235,55.701,2.399454144936481e+16,810.2414,50566.2627,35.9004,12.6769,synthetic_prototype_v1
SOL-01236,294.166,3175950209450111.0,798.5095,100952.9957,21.3339,15.0767,synthetic_prototype_v1
SOL-01237,269.7672,3.4244703467753e+16,867.7077,70114.684,66.6074,8.0,synthetic_prototype_v1
SOL-01238,197.8407,6741218797226835.0,753.0034,99045.0423,24.1427,15.728,synthetic_prototype_v1
SOL-01239,84.6636,4068634950847516.0,642.8069,79747.7597,20.3004,14.8043,synthetic_prototype_v1
SOL-01240,139.9112,1.5093581115012066e+16,627.3452,73493.925,23.0675,20.5666,synthetic_prototype_v1
SOL-01241,292.6745,4841820611689649.0,539.5059,51755.4894,40.4284,10.1383,synthetic_prototype_v1
SOL-01242,233.2811,3077862100162358.0,794.1781,92163.756,24.2375,13.3999,synthetic_prototype_v1
SOL-01243,140.2493,2.8052892657714995e+17,556.84,52750.8995,19.5116,15.0892,synthetic_prototype_v1
SOL-01244,113.6821,3632990541138602.5,783.6916,100102.7044,20.3662,15.1697,synthetic_prototype_v1
SOL-01245,182.3855,7.9230183502119e+17,810.8611,72674.7947,63.9637,8.0,synthetic_prototype_v1
SOL-01246,214.0673,1.5126916276621758e+16,677.1635,51058.0383,72.4356,8.0,synthetic_prototype_v1
SOL-01247,128.5699,5435392247341714.0,766.8671,45944.2932,31.0218,17.0142,synthetic_prototype_v1
SOL-01248,193.1033,6.213524597093434e+16,667.4123,56671.2516,38.4614,19.6656,synthetic_prototype_v1
SOL-01249,221.3569,2430891233153415.0,820.4305,60621.4114,36.4816,10.3601,synthetic_prototype_v1
SOL-01250,165.4693,1.0332622730532557e+17,721.9302,41934.5636,19.1644,19.2543,synthetic_prototype_v1
SOL-01251,109.1862,4.4567697507080776e+16,640.1468,27690.8331,63.8531,12.2082,synthetic_prototype_v1
SOL-01252,164.562,2905807374936958.5,798.5966,97201.9977,22.0829,13.3089,synthetic_prototype_v1
SOL-01253,51.1547,1.442519885719626e+16,800.8428,67452.5595,36.0814,12.9174,synthetic_prototype_v1
SOL-01254,73.5715,2866814067782756.5,588.4458,61640.5155,46.1053,12.5357,synthetic_prototype_v1
SOL-01255,187.26,1.268798199303837e+17,710.8568,85115.27,32.4497,15.9408,synthetic_prototype_v1
SOL-01256,94.4781,6.849894205911664e+16,661.0029,109013.2508,30.4778,15.6114,synthetic_prototype_v1
SOL-01257,179.2549,2.374334316036369e+17,854.7224,62565.2041,31.1662,8.0,synthetic_prototype_v1
SOL-01258,210.2222,1345466478754138.0,858.2688,78458.7991,45.3204,12.5975,synthetic_prototype_v1
SOL-01259,146.3248,5.086430954651554e+16,733.1604,86795.8633,28.8462,21.6419,synthetic_prototype_v1
SOL-01260,175.232,6.334397580681344e+16,788.3966,81747.7252,23.3206,18.2661,synthetic_prototype_v1
SOL-01261,292.951,1.4581776513601014e+17,606.7887,36218.3778,42.2013,11.6604,synthetic_prototype_v1
SOL-01262,164.3232,5.965879495339532e+17,681.3043,66869.3692,32.3612,14.0869,synthetic_prototype_v1
SOL-01263,156.3951,1.063009564100767e+16,707.0133,65984.3419,26.3588,22.6836,synthetic_prototype_v1
SOL-01264,146.1188,1.2631863501122488e+16,664.5954,75374.7579,15.0,23.0,synthetic_prototype_v1
SOL-01265,126.901,8.20423319742593e+16,713.0528,81219.866,37.704,20.0247,synthetic_prototype_v1
SOL-01266,108.4374,4.5989829145457336e+16,729.8423,80070.4512,15.0,17.575,synthetic_prototype_v1
SOL-01267,195.7675,5.7489997610234584e+16,722.5257,42113.4543,15.0,18.4644,synthetic_prototype_v1
SOL-01268,96.3438,1.425665273895728e+17,740.4873,91087.3175,22.275,15.0677,synthetic_prototype_v1
SOL-01269,260.5387,6.156087022667122e+17,703.7994,33487.6068,70.9943,10.0162,synthetic_prototype_v1
SOL-01270,157.1861,6152752012775820.0,766.982,51220.2776,18.6552,17.9531,synthetic_prototype_v1
SOL-01271,60.7938,3.304625185796463e+16,700.9112,117043.2917,60.0887,10.6042,synthetic_prototype_v1
SOL-01272,94.873,4.546383694293278e+17,538.3518,37016.2008,34.5727,13.8055,synthetic_prototype_v1
SOL-01273,242.9651,1.5635577314933434e+17,625.6666,22327.9481,60.6477,8.0,synthetic_prototype_v1
SOL-01274,153.926,3203420705158692.5,706.8463,40569.4895,23.1457,17.1204,synthetic_prototype_v1
SOL-01275,118.5336,2815130279535379.0,648.3744,45059.8536,23.4113,15.9626,synthetic_prototype_v1
SOL-01276,71.9398,1116217710854928.8,834.2273,30316.4993,62.6597,8.0,synthetic_prototype_v1
SOL-01277,115.4741,2592380507310255.5,756.9033,83631.0607,23.1222,15.5537,synthetic_prototype_v1
SOL-01278,212.4617,2.6444912186496294e+17,753.6733,59427.5869,59.9658,8.0,synthetic_prototype_v1
SOL-01279,82.7772,1.7314129727833728e+17,596.6034,45654.8345,70.8923,8.15,synthetic_prototype_v1
SOL-01280,174.6918,2.7685541747608896e+16,705.2519,51605.7442,26.131,23.0,synthetic_prototype_v1
SOL-01281,135.8231,8.245039464047819e+16,516.8123,103817.6015,74.9204,8.4941,synthetic_prototype_v1
SOL-01282,138.2234,1.4556204746637768e+16,709.2353,75311.3229,35.0857,20.6203,synthetic_prototype_v1
SOL-01283,274.2583,1.2432851149506286e+17,760.6821,80713.6195,57.1598,9.9928,synthetic_prototype_v1
SOL-01284,200.1835,6390589815102424.0,693.305,83740.271,36.2194,15.9596,synthetic_prototype_v1
SOL-01285,282.3997,1.1314992570657698e+17,589.6937,53486.3393,61.2391,8.0,synthetic_prototype_v1
SOL-01286,173.5786,2.391340690600961e+16,656.7639,97084.6585,34.9346,21.1091,synthetic_prototype_v1
SOL-01287,223.3851,6597807462894292.0,711.4298,59203.3901,69.4575,8.0,synthetic_prototype_v1
SOL-01288,98.0275,1.124859103662993e+16,635.5337,83949.8451,18.7695,17.2545,synthetic_prototype_v1
SOL-01289,79.3761,1745987520486492.8,673.9204,72017.8059,54.1375,12.1152,synthetic_prototype_v1
SOL-01290,241.1892,2475226136211361.0,552.8572,96745.5777,66.2613,8.0,synthetic_prototype_v1
SOL-01291,63.3455,1150226541185893.2,877.7923,42708.7781,32.5699,11.7832,synthetic_prototype_v1
SOL-01292,273.2826,1.1087472227892498e+17,700.2272,113355.1646,40.4389,15.696,synthetic_prototype_v1
SOL-01293,143.0654,9934165824419390.0,525.7417,74416.3508,54.1726,10.86,synthetic_prototype_v1
SOL-01294,88.4032,9857191206468886.0,527.424,26336.798,58.0323,11.1086,synthetic_prototype_v1
SOL-01295,192.6071,4.90168596815013e+16,677.5955,54400.7974,18.6719,17.9678,synthetic_prototype_v1
SOL-01296,275.976,4.288261269891733e+17,771.6453,105949.7355,26.2965,10.8154,synthetic_prototype_v1
SOL-01297,204.0414,2888907263603535.0,615.1446,71282.2841,33.7739,13.227,synthetic_prototype_v1
SOL-01298,298.5194,8.466107463638085e+17,549.4025,72772.8176,50.0879,11.6136,synthetic_prototype_v1
SOL-01299,298.3806,1.7549416147943198e+16,504.9345,95951.4944,43.1279,14.3018,synthetic_prototype_v1
SOL-01300,113.6374,6.808228059496146e+16,769.4574,66769.4209,16.43,19.8894,synthetic_prototype_v1
SOL-01301,154.3134,5344118819889128.0,679.718,23768.9696,46.8827,15.1492,synthetic_prototype_v1
SOL-01302,273.9087,4.560778902663974e+16,845.44,29093.4821,36.8951,13.8361,synthetic_prototype_v1
SOL-01303,293.6476,3.938551511170908e+16,796.8932,61736.345,54.7808,10.4945,synthetic_prototype_v1
SOL-01304,122.0069,9.487001240616363e+16,777.5842,69704.1915,19.0774,16.4556,synthetic_prototype_v1
SOL-01305,212.9087,3.223595860710135e+16,698.8026,99076.8449,20.0359,18.5252,synthetic_prototype_v1
